gene	K_18	K_19	G_20	K_21	K_22	K_23	G_24	G_25	G_26	G_27
218870_at	417.5	370.3	604.8	568.8	544	557.3	539.8	640.3	620.5	815.5
218871_x_at	100.8	85.5	121.5	125.8	149.3	95.3	128.8	141.5	207.3	161
218872_at	211	261.8	149.3	200.8	417.8	490.3	217.3	178	209.5	308.8
218873_at	251.5	274.3	380.8	360.8	375	314.3	364	380.3	392.3	462.5
218874_s_at	175	128.5	199.3	220	288.3	182	200	217	223.5	313
218875_s_at	67.3	68.5	80.8	82.5	99.5	74.8	88.5	72.5	108.3	141.5
218876_at	110.8	83.8	127.8	145	131	98.5	150.3	121	140	293.5
218877_s_at	170.3	129.3	160.8	232.3	217.5	165	163.5	214.5	199.5	226.8
218878_s_at	166	138.8	220.3	226.5	263.5	156.3	213.5	204.3	249.8	226
218879_s_at	143.5	120.3	136.5	176.8	237.3	169	136.3	150	171.5	282.5
218880_at	107.8	70.8	116.5	123	111	88	132.5	126.5	143	258.8
218881_s_at	185.5	128.5	211.8	237.5	235.5	144.3	207.3	235.5	228	288
218882_s_at	147.3	122.8	168	200.5	183.3	182	187	177	218	275.8
218883_s_at	126.3	291.8	119.8	172.5	146.5	117.8	127	133.5	147.5	197
218884_s_at	84.5	73.5	96	111.5	115.5	81.5	108.3	112.5	119.8	183
218885_s_at	96.5	70.8	129	133	147.3	105	119.3	121	136.5	198.5
218886_at	75.8	77	82	97	90.8	93.5	101.3	82.5	107.5	167.3
218887_at	204.5	135.3	264.5	282	380	204.3	275.8	253	251	326.5
218888_s_at	129.5	102.8	117.8	170.8	190.5	147.3	124.5	119.5	133.3	190.8
218889_at	175	175.3	215	279.5	220.3	208.5	207	261.3	272.8	280.8
218890_x_at	189.8	219.8	297.8	261.3	280.3	210.8	290	332.3	295.8	359.8
218891_at	205.3	241.3	469	261.3	486	289.8	496	423.3	476.5	455.3
218892_at	140.3	116	168.5	194.5	214.3	147	160.3	169.3	199.5	297.8
218893_at	133.3	149	150.8	173	191.8	143.8	174	150.8	178.3	310
218894_s_at	94	85.3	109	129	133.5	83.8	118	111	129.3	180.5
218895_at	181.5	150.8	230.3	293	322	191.3	298	252.5	293.5	407
218896_s_at	120.5	132.8	209.5	199.5	256.3	162.5	200	211.5	247	289
218897_at	119.3	94.5	129.8	145	181	116.5	119.5	133.5	138.3	220.3
218898_at	162.8	130.3	186	216.3	259	141.8	193	202.5	210.8	296.5
218899_s_at	96.8	72.8	97.3	124.5	137.3	101.8	127.5	103.5	133.3	173
218900_at	170.5	131.5	227.5	215.3	253.8	168	194.5	257	226	249
218901_at	108.3	66.3	84	102	92.5	76.3	107.8	86	96.5	146.3
218902_at	168.8	261.5	219.5	204	234.5	191	181	216.5	239	322.3
218903_s_at	127.5	98	140	157.5	164.5	113.5	152.3	132.5	169.3	263
218904_s_at	88.3	72.5	86	111	101.8	82.3	95.3	84	101	195
218905_at	225.8	271	355.5	318.8	367.5	343.8	362	363.5	387.3	382.8
218906_x_at	168.3	179.8	219	194.3	356.8	172.3	212.3	219	248	316.8
218907_s_at	172	148.3	214.5	200.8	209.8	157.5	199	213.3	236.5	331.3
218908_at	155	129.5	196.5	181.5	245.3	173	180.8	155	181.5	289.5
218909_at	149	113.5	173.3	195.8	194.8	143.5	160.3	172.3	191.5	188.8
218910_at	142.5	114.3	212.5	222.3	225.8	165.3	207.5	195.3	209	247.8
218911_at	72.3	53.5	77.8	78.8	79	63	75.5	87.5	85.5	142
218912_at	177	167.3	266.3	274	316.5	185.8	253.8	267.3	303	364
218913_s_at	285.3	333.5	460	433.8	514.5	419.3	302.5	397	435.3	585.5
218914_at	209.5	138.8	231.3	237.3	347	212.3	187	240.5	177.5	313.8
218915_at	259.3	220	305.8	365	399	262.3	278	311.3	444	352.8
218916_at	136.8	133	172	163	201.3	143	156.3	179.8	186.3	282.3
218917_s_at	332.8	425.3	648.3	522.8	669.5	461.5	411.3	497.3	640.3	426.3
218918_at	133.5	84.3	146	167	158.8	109	154	144	188.3	187.8
218919_at	118.8	143	176.5	140.5	198	123.5	208.3	235.3	280.3	245.3
218920_at	305	452	545	379	682	516.3	468.8	565.8	583.5	570.5
218921_at	138.8	155.3	209.5	170	254	158.3	204.5	197.3	229.5	279.5
218922_s_at	128.5	133.5	191.3	169	190	137.5	213	189.8	203.3	273.5
218923_at	131.8	113.3	236.3	160.3	179	113.5	231.8	232.5	274	194.5
218924_s_at	113	110.3	234	172.8	173	125.3	207	255.8	259.5	303.3
218925_s_at	75.3	56.3	72.5	82.3	83.3	73.3	87.5	78	87.3	168.3
218926_at	131	111	165	178.8	184.8	153	180.5	176.8	220.5	278.3
218927_s_at	164.5	130.3	263.5	203.3	262.8	164.8	274.3	247.5	293.5	326.5
218928_s_at	127.3	138	210.8	178.3	214	157.5	191	219.5	261.5	373.3
218929_at	150.5	127	198	198	259	115.5	183	208.8	234.3	227.3
218930_s_at	92.5	75.3	105.8	161.5	106	81.3	117.5	118.3	98.3	148.8
218931_at	187	143.3	212.5	267.8	269.8	181.3	168.5	210.3	219.3	309.3
218932_at	124.5	137.8	181	158	168.5	150.5	149	176	202.8	207.5
218933_at	107.5	84.3	112.5	119.3	146.3	108	126	117.3	134.8	197.8
218934_s_at	198	141.3	224.5	245.5	250.5	167.3	185.5	192.5	209.5	353.8
218935_at	161.5	127	225.3	240	317	195	205.5	191.5	232.8	265
218936_s_at	116	163	196.3	182	198.8	121	198.5	202.8	271	269.8
218937_at	185.8	143.8	207.8	244	302.3	198	222.5	209.8	221.5	346
218938_at	102.3	123.3	142.3	148	194.8	117.8	144.5	140.3	167.3	256
218939_at	144.5	110.3	169.3	191.5	186	138.5	169.5	181.5	195	215.5
218940_at	114.5	142	213.8	193.3	175.3	136.3	185.8	270.8	279	275.5
218941_at	183.3	156.5	232.5	247.8	273.5	197.3	246	250.3	269	313.5
218942_at	178.8	224.8	238.5	286.3	400.8	219.5	237	238	287.8	290
218943_s_at	105.3	132.3	151.8	141.3	185.5	130.5	147	150	183.5	235.5
218944_at	140.5	139.3	197.5	169.3	230.8	154.8	171.5	172.8	208.5	292
218945_at	129.3	119.5	170	149.3	216	125.8	156.8	159.3	196.3	316.5
218946_at	121	157.5	133.3	171.3	177.5	140.3	139	158.3	193	272.8
218947_s_at	185.5	130.5	248.3	262.5	246	190.8	221.3	237.8	252.5	288.8
218948_at	198	159.5	183	239.3	230.3	203.3	207.5	213.8	233.3	245.3
218949_s_at	575.5	200.5	559.3	429	476.8	294	351.8	465.3	481	480
218950_at	147.8	136	199	197.5	180.3	146.8	159.8	173.3	264.5	291.8
218951_s_at	266.8	213	393.3	318.8	492.3	317.3	338.8	448	412.8	404.8
218952_at	121	128.5	156.3	176.5	178.8	123.3	150.8	131	188	292
218953_s_at	207.8	174.8	293.3	265.3	333	264.5	274	278.8	311.5	353.8
218954_s_at	128.3	97.5	166	179	202	113.5	138.8	145	167.3	312.5
218955_at	250.8	176.3	350.5	312	372.8	232.5	385.5	312	302.8	461.5
218956_s_at	213.8	146.3	273	298.3	326.5	214.8	216	272	260.8	318.3
218957_s_at	134.5	147	190.5	196.3	317.5	199	188.5	192	188	340.3
218958_at	166.3	166.3	202.5	216.8	239	156	215	213.3	204.3	324.3
218959_at	130.8	93.5	132.3	162.3	180.8	138.3	145	144.5	157.3	282.5
218960_at	165.8	122	182.5	220.3	240.8	166.3	202.8	187	200.3	290.3
218961_s_at	124.5	152.8	241.3	167	251.8	160.3	204.3	222.8	237.3	392.5
218962_s_at	122.8	154	190.5	162.8	245.3	142.3	174.3	252.8	234.8	245.3
218963_s_at	107.3	87.3	123.5	151.5	156.3	104	124	130.8	142.8	226
218964_at	215	175	310.3	301	324.5	224	245.5	282.5	272.5	445
218965_s_at	121.5	110.8	197.5	216.5	212.3	158.3	196.8	202.5	180	300.3
218966_at	196.3	157	171	233.3	240.5	211.5	189	182.8	225	236
218967_s_at	124	84.3	157	167.3	148.3	145	170.5	164.8	175.8	243.3
218968_s_at	180.5	194.3	173	238	471.8	178.8	208.5	154.5	170.5	324
218969_at	205.5	182.3	240.5	291.3	276.3	243	227.5	264	234.8	402
218970_s_at	159.8	158.3	263.3	166.3	313	202.3	229	289	303	337.5
218971_s_at	191	261.8	236.8	383.3	460.5	335.8	217.3	250.3	289	317.5
218972_at	223.3	234.5	407.8	375.5	482.3	206	329.3	450	402.3	367
218973_at	204	304.8	377.8	287.5	412.3	240.8	320	388.3	374.3	415.5
218974_at	184.3	216.8	231.3	382.3	437.8	194.3	196	244.5	211.5	265.3
218975_at	181	120.5	229.3	237.3	299.3	157	222.3	232.8	244	333.5
218976_at	116.8	81.8	131.3	128.3	145	110.8	141	128.3	144	186.5
218977_s_at	181.5	171.8	204	226	255.5	226.8	203	180.8	208.3	354.8
218978_s_at	154	93.3	169.5	163	192.8	118.3	174.5	156.8	162	267.5
218979_at	144.5	127.3	129	171	189.5	157.5	146.3	137.5	169.3	236.5
218980_at	108.8	94.3	141.8	148.3	171	121.3	121.8	136	147.8	226.5
218981_at	63.5	58	72.3	78.3	80.5	68.3	82.3	73.3	82.5	138.8
218982_s_at	136.3	117	194.3	185.8	224.8	138.8	182	184.5	194.5	311.3
218983_at	73.8	70.5	99	121	135.8	101.3	95.5	104.5	137	157.8
218984_at	121.5	95	136.3	141.5	165.8	122.3	152.8	143.8	161.5	227.5
218985_at	173.3	144.3	200.8	236.5	232	161.8	180.3	204.3	196	280.3
218986_s_at	80.5	101.3	135.3	121.8	127	137.5	122.8	168.5	183.8	179.5
218987_at	409.8	240.5	466	551	475.8	243.8	363.5	448.8	399.5	462.5
218988_at	185	135.3	205	209	362.5	140.3	192.5	185	213	243.3
218989_x_at	94.3	88.3	106.8	135.3	142.3	109	118.3	120.3	136.5	213
218990_s_at	164.5	135.8	233	220	260	162.5	185.3	195.5	227.3	339.5
218991_at	210.3	190.8	252	260.3	367.5	271.3	255.8	273.5	272.5	330
218992_at	186.3	157.5	259.3	243.5	243	187.5	270	225.3	266	304.3
218993_at	165.8	157.8	252	218	286.8	160.3	235.3	220.3	278.8	310.5
218994_s_at	118.5	86.5	111	139.5	129.8	106.3	122.3	109	124.3	160.8
218995_s_at	151.3	127	160.3	214.5	215.3	154	154.5	182	184.5	336.3
218996_at	129.5	137.5	154.3	157.8	229.8	151.3	166.3	151	215	290.3
218997_at	193.5	180.5	268	253.8	305.5	194.5	216	225	256	308.5
218998_at	159.5	123.5	156.5	151.5	236	151	177.3	173.5	183.8	340
218999_at	183	161.3	217.8	223.5	311	182.5	203.8	197	222.3	296.3
219000_s_at	84.5	77.3	106	108	126	103.5	102.3	119	134	244.8
219001_s_at	124.8	109.3	142.5	141.8	203.3	111.5	175.5	143.3	174.3	243
219002_at	128.8	133.3	190.8	216.3	251.3	197.3	194.8	210.3	208.8	337.5
219003_s_at	62	58.5	71.8	81	79.3	64.8	94	71.5	89.8	133.8
219004_s_at	140.3	118.5	170.8	198.3	229	150.3	163.5	183.3	232	256.5
219005_at	164.3	155	251.3	213.5	297.8	210.8	209.8	222.8	214.5	348.3
219006_at	128.8	122.5	168.3	152	213.3	125	171	144.3	200	231
219007_at	194.8	208.8	180	233.8	381.3	305.3	161.3	179.8	206	283.3
219008_at	125.5	118.3	153.8	227.8	233	169.3	126	161	156.3	202.5
219009_at	107.5	104	153.8	131.3	162.8	154	144.8	165	156	237.8
219010_at	122	116.3	149.8	168.5	170.5	126	126	166	166	298.3
219011_at	132	126.3	166.8	180.3	185.8	143	172.3	176.3	182	294.5
219012_s_at	91	64	94.3	103.3	120.8	94.8	113.5	92.3	102.8	152
219013_at	106.5	129.3	170.5	162.5	174	125.3	159.3	189	201	223.8
219014_at	241.3	605.3	1326	439.3	491	929.3	1253.5	1205.8	1218	1224.5
219015_s_at	112	106.3	210.3	165.8	198.8	99.5	234.3	195.3	278.8	276
219016_at	200	216.3	375.5	240	356.5	210	319.5	318	431.3	377.3
219017_at	81.5	70.5	89	104	119.3	94	121.5	108	116.8	147.8
219018_s_at	95	86.5	133.3	125.8	146	88.3	124.5	111.5	144.3	246.3
219019_at	288.5	208.5	326	359	446	301	340.5	331.8	298	490.5
219020_at	236	212.8	373.8	330.5	458.8	214.5	310.3	313.3	389.8	439.5
219021_at	157.8	149.8	203.8	201.3	246.5	185.5	168.8	188.3	205.8	325
219022_at	130.8	121	214.3	158.3	261	124.5	167.8	164	230.5	267.5
219023_at	71.3	70.5	84.8	98.5	108.3	80.8	93.5	91.3	105.3	182.5
219024_at	109	121.3	416.3	152.3	142.3	117.8	231	330	353.5	354.5
219025_at	211.8	174.5	266.8	275.3	319.5	190	235	246.3	285.3	343.8
219026_s_at	93.5	65.3	93.5	98.3	94.3	86	105	83	108.8	190.5
219027_s_at	264	326.8	403.5	427.5	367	334.3	341.3	505	356.5	429
219028_at	112.5	134.5	165.8	158.3	197.8	145	144	173.8	167	219.3
219029_at	81.5	87.3	100.8	127	137.5	94.5	101.8	105.5	160	175.8
219030_at	147.5	177	232.8	169.8	268	157	234.8	223.5	251.3	276.5
219031_s_at	78.8	72.3	95	104.3	110	73	108.3	119.5	148.5	179.8
219032_x_at	240	301	562.8	297	443.8	348	437.5	463.8	539.5	568
219033_at	155.5	150.5	298.8	232.3	241.3	158.5	253	305.8	433.5	360.3
219034_at	246.8	234	346.3	243.5	406.8	292.8	242	300	321.5	435.3
219035_s_at	258.8	217.5	351.5	308.3	485	260.5	438	397.3	416	405.3
219036_at	123.8	100.3	137.3	182.5	192	120	174.5	144.8	165.5	233.5
219037_at	89.8	89.8	99.5	105.8	128.5	99.3	111	95.3	125.3	188.8
219038_at	117.8	96.5	129.5	140.3	155.5	119.3	123.5	137.8	150.3	203.8
219039_at	197.8	146	259.8	239.8	285.3	154	289.5	196	240.3	334.5
219040_at	174.3	152.8	248.3	252.3	306	185	242.3	267.3	285.5	331.8
219041_s_at	283.8	296.5	416.8	378	559.5	285.5	398.3	395	450.3	438.5
219042_at	106.5	87.3	119.5	135.8	141.8	111	136.3	134	153	307.3
219043_s_at	222.3	145	276.8	263	301.3	204.5	282	292.8	258.5	303
219044_at	177.3	120.8	214.5	230	376.5	176.8	231	198	211.3	343.3
219045_at	216	183	403.5	307	358.8	196.3	304.8	325.5	388.8	455
219046_s_at	247	156.3	262.8	291.3	279.8	224.8	237.3	259.5	268.3	323.3
219047_s_at	90	92.3	152	112.8	152.5	118.5	124.5	112.8	130.8	296.5
219048_at	118	126.3	168.3	170.8	209	143	142.5	169	186.3	248.3
219049_at	86.3	73.5	372.8	101.8	106.3	85.5	426.5	389	525.3	521.3
219050_s_at	156.5	115.8	213.3	209.5	226.3	181.8	211.3	174	191	283.5
219051_x_at	133.5	105.3	177	192	182	146.3	152	190.5	224.5	281.3
219052_at	219.8	172	308.3	287.3	403.5	202.3	263	247.5	311.8	398.3
219053_s_at	166.3	101.3	162.5	197.5	197.3	138.3	168.8	173.8	198.8	352
219054_at	152.8	121	172.8	214	240	188.3	176.3	175.3	211.5	211.8
219055_at	124.3	103.5	198.5	144.3	167.5	108	186.5	192.3	205.3	254.3
219056_at	97.5	141.8	174.8	222.8	184	127	186	143.3	196	215.8
219057_at	248.3	233.8	332.5	303.3	402.8	300.8	296.5	300.8	336	402.8
219058_x_at	248.3	156.3	275	303.3	301	166.5	307.3	282.3	272.8	340.3
219059_s_at	184.3	123.5	192.3	232.5	262.5	150.3	200.5	190	177.5	254.8
219060_at	100.8	92.5	140.3	124.8	192	98.5	131.5	141.5	159	219.3
219061_s_at	149.3	150.3	205	210.3	316.5	170.3	198.8	201.3	234.8	354.5
219062_s_at	145	136.3	181	196.5	179.8	146	185.8	171.5	182.5	309.5
219063_at	193.3	183.3	282.8	266.3	361.3	210.3	300.8	306.3	282	357.8
219064_at	110.5	96.8	152.3	149	194.8	118.8	148.3	140	160.3	226
219065_s_at	199	213.8	437.3	317.8	250.5	217.5	466.5	383	405.3	398.3
219066_at	142.5	101.3	140.5	168.5	200.8	131.3	152.5	149.8	160.5	261.5
219067_s_at	140	209.8	267.5	202	359.3	204	206	271	359	319.3
219068_x_at	178.3	148.5	263.3	272.3	300	207.5	254.5	269	265.8	358.5
219069_at	366.8	337.5	518.5	474	601.3	433.5	513.3	554	601	569
219070_s_at	198.3	165	267	292	276.3	205.8	247.8	268.5	256	431.8
219071_x_at	298.5	243.5	391.8	385	544	302.8	331.3	338.8	411.8	574
219072_at	266.5	255.5	497.8	426	566.5	278.5	476.8	452.3	480.3	518.8
219073_s_at	344	169.5	442.3	536.3	477.3	217.5	392.3	441.8	485.3	676.8
219074_at	112	101.5	128.5	125.5	174.8	130	123.3	139.5	164.3	193.5
219075_at	118.3	102	142.8	167.5	195.5	114.3	153.3	139.5	162	235.8
219076_s_at	195.3	182.3	264.8	263.8	303.3	201.5	223.5	219.8	228.8	298.5
219077_s_at	120.8	111.5	192.3	162.3	175	117.3	177.5	182.3	192	239.3
219078_at	130	96.3	147.8	151.8	210.3	132.8	210.8	174.8	167	226
219079_at	162.5	186.8	332.3	239	215	187.5	358.3	437	383.8	399.8
219080_s_at	117.8	148.5	122	147.5	223.8	126	112.3	124.3	159.3	218.5
219081_at	168.5	164.3	364.3	375.5	496	176.3	331.5	383.8	327.3	399.3
219082_at	114.3	125.3	167.8	174.8	219	111.5	134.3	161.8	166.3	240.3
219083_at	148	155.3	190.5	190.8	283	154.5	173	178	196	257.3
219084_at	145	139.3	226	211.5	251.8	152	200	225	260.8	303.8
219085_s_at	121.8	97.3	140.3	177.3	185.8	130	144	141.5	161.3	256.5
219086_at	172.5	120.3	192.8	215.3	250.3	174.5	163	185.8	212.3	320
219087_at	91	73.3	98.8	106.8	125.3	92.8	111.3	106.3	112.8	219.8
219088_s_at	112.3	81	134	133	186	124	120.3	131.5	138.5	276.8
219089_s_at	220.3	202.5	294	387.5	450.8	222.8	289	259.3	269	345.5
219090_at	120.3	92	119.5	129.5	146.3	100.5	146.3	112.5	177	225
219091_s_at	99	75.5	117.5	147.5	141.3	103.8	130	128	129.8	244
219092_s_at	166.3	151.3	210.5	226.8	279	172.3	207.5	202	239.8	306
219093_at	90	69.5	124.8	122.5	123	84.8	125	113	148	190.3
219094_at	72.3	79.8	122.5	106.3	114.5	84.3	137	116.8	132.8	197
219095_at	264	166.8	312	289	425	282.8	307.5	284.8	296.5	314.5
219096_at	182	135	191.8	228	254.5	173	162	176	194.5	382.3
219097_x_at	263.3	218.3	416.8	364.5	591.8	242.3	372.8	408.3	461.3	425.3
219098_at	181	170.8	228.8	216.3	282.3	182.8	159	223.5	254.8	331.8
219099_at	101.5	87.3	150.3	134	145.8	110	132	126.5	180.3	235.3
219100_at	133.3	122.5	209.3	167.3	186.5	149.3	179.3	204.3	230.8	309.5
219101_x_at	117	102.5	139.5	146.5	168.8	104.5	156.5	135	189.5	405
219102_at	130.5	101.3	164.3	183.8	203	126.3	156.8	177	205.5	321
219103_at	124.5	92	133.3	124	145.3	98.3	130.8	127	123.3	224.3
219104_at	151.3	141.8	313.5	239.5	192.3	153	268.8	287.3	296.8	380.8
219105_x_at	142.8	89.8	111.8	145.5	124	96	115	135.5	132.5	182
219106_s_at	62	53.5	62.3	68	75.8	69.8	73.5	65	77	129.5
219107_at	155.3	142.3	261.5	286.8	299.3	160.5	247.8	263.3	257.8	311.5
219108_x_at	440	401.5	641.3	680.3	759.3	437.8	513	578.5	722.5	542
219109_at	86.3	96	89.3	107	128.3	89.3	113.8	112.3	136.3	193
219110_at	144.8	140.5	195.5	179	225.5	141.8	176.5	191.5	207.5	282.5
219111_s_at	214.3	196.5	323.8	246.8	329.3	207.3	255.3	340.5	303.5	350.3
219112_at	241	206.5	382.8	249.5	258.5	267.5	307.5	406	319	319
219113_x_at	172.5	117	211.5	209	230.8	161.8	209	211.8	196	326.8
219114_at	177.8	161.3	270.5	236.5	326.5	201.5	271.3	252.5	258.3	397.8
219115_s_at	92.5	70	99	109.8	110	90.3	99.8	100	118.3	161.8
219116_s_at	126.3	134.5	172.8	189.3	190.3	182.5	163	192.3	204.3	271.3
219117_s_at	170	245.8	285.8	203	220.3	194	361.5	238.8	348	380.5
219118_at	115.3	131.8	217.8	186	226.5	112.5	219.5	196.3	252	314
219119_at	211.5	226.8	299.8	316	327.8	191.3	369.5	337.5	338.8	383
219120_at	123	123	141.5	136.3	197.3	124.5	133	142.3	154.8	202
219121_s_at	150.8	121	189.3	211.3	213.3	141.8	208.5	177.8	199.8	233.5
219122_s_at	155.5	152	171.5	162	260.5	160.3	202	166	200.3	267
219123_at	159.3	164.5	174.3	174.3	328.3	214.8	123.3	179.8	163	261.8
219124_at	166.8	124.8	206.8	180	258.8	178.8	192.5	185	214.3	325.8
219125_s_at	233.3	220.5	370.8	277.5	365.8	274.3	279.3	331.8	362.5	441.3
219126_at	273.5	322.5	527.8	442.8	525	287.5	411	490.3	507.8	511.3
219127_at	175.3	123.3	184	267.5	216.5	167.8	242.8	228	199.8	260.3
219128_at	174.3	155.8	206	195	252.3	185	220	196	209.8	284.8
219129_s_at	88.3	110	155	132.3	155	113.3	115.3	134.3	147.5	242
219130_at	159.3	142.3	176.3	213.3	232.8	185.8	208.8	226.5	226.8	270.3
219131_at	113	117.3	191.8	162.5	213	129	163.3	202.8	202	266.3
219132_at	155	141.3	234.3	148.3	193.3	130.8	199.5	214.5	261.8	281
219133_at	151.5	134.3	174.5	189.3	227.5	168.3	173	172.3	186.5	285.3
219134_at	66.5	57.5	70.5	80.3	91	69.5	82.5	72.3	94.8	162.8
219135_s_at	137.8	121.3	181.3	177.8	194.8	147	144.5	182	212.5	250.8
219136_s_at	127.3	101.3	130.8	132.5	184.5	140.3	142.5	146.3	175.8	219
219137_s_at	223.5	187.5	242.5	216.3	261	169.3	221.8	214.8	245.5	277.3
219138_at	142.8	129	240.3	205.8	216	129.8	177.5	181.8	209.5	301.8
219139_s_at	201.3	109	178	160	282	145.3	167.5	181	177.5	272.5
219140_s_at	78.8	72.3	101	96.3	112.3	89	123	101.5	118.8	189.8
219141_s_at	198.8	152.3	247	275.3	284.3	197	258.3	274.8	252.3	311.5
219142_at	178.3	131.8	207.3	211.8	213.5	187.3	157.3	198.3	230	242.3
219143_s_at	118.5	93.8	115.3	149.3	206.8	114.3	127	119	137.8	282.3
219144_at	155	100.5	158.8	197.5	194	139.8	171.5	159.3	191	333.8
219145_at	141	105	138.3	166.5	170	115.8	182	152.8	237	287
219146_at	110.3	77	141.3	126	175.8	121.5	128.3	133	131.5	250.8
219147_s_at	104.3	136	168.8	158.5	222.3	167.5	190.3	148.3	215.3	226.3
219148_at	74.8	60.3	87.5	89.8	96	71	94.5	72	101.5	156.3
219149_x_at	84.8	81.3	95.8	110.3	137.8	93.8	104.3	101.8	128	163
219150_s_at	153.5	122.8	204	210.5	226.8	149.3	227.5	207.5	216	318.3
219151_s_at	141.5	153.3	204.3	198.3	242.5	169.5	148	185.5	200	235.8
219152_at	101.3	86.5	117.3	129.3	120	97.3	115.8	97.5	132.8	236.3
219153_s_at	118.3	95.3	164.8	163.3	180.5	125	172.5	142	150.8	277.8
219154_at	96.3	86	120.8	136	152.3	107.8	117.3	131.8	133.3	255.3
219155_at	153	423	204.8	206.3	264.5	132.3	200	182	243.8	289.5
219156_at	93.3	76.5	114	123.3	138.3	87.5	116	120.3	130.5	212.8
219157_at	91.8	99.8	132	106.3	117	102.3	114	171.8	171.3	243.3
219158_s_at	157	130.5	214.5	237.3	167.5	161.8	184.3	219	165.8	270.8
219159_s_at	97	75.3	136	103	137.8	95.3	181	178	145.8	314.8
219160_s_at	100.3	73.3	108.5	124.3	132.3	91.8	116	118.5	143.8	218.3
219161_s_at	163.3	194.5	327	315.8	377.8	180.8	256.8	247.5	388.3	351.5
219162_s_at	213.5	251	312.8	300	396	259	287.3	316.5	315.5	404
219163_at	185	120.8	252.8	238	296.5	165.3	180.5	216.5	209.3	249.3
219164_s_at	92.5	78.8	113.5	119	171.5	103.3	126.8	125.3	139.3	218.5
219165_at	132.5	137.3	285.5	219	249.5	195.3	208.8	229	280.3	315.8
219166_at	82.5	94.5	97	87.8	136.8	81	120.3	99.3	127.5	164.8
219167_at	134.3	101.8	163.8	165.3	190	135.5	165.5	166	186.5	248.5
219168_s_at	123.8	117.5	153.3	149.3	169.3	132.3	169.5	156.3	184.5	319.3
219169_s_at	119.8	117	189.5	195.3	194.3	174.8	152.5	146	173.8	277.8
219170_at	168.3	140.3	200.8	202	237	169.3	196.8	204.8	259.8	277.8
219171_s_at	80	72	82.3	90.8	122.3	74	87.3	80	107.5	139.8
219172_at	116	89.3	136.3	150.3	140.3	102.8	139.3	121.3	146.8	289.5
219173_at	271.3	229.8	434.5	181	455.3	345.8	297.3	442.8	436.5	358.3
219174_at	71.8	67.3	87	83.3	87.8	80.3	90.8	84.5	110	136.3
219175_s_at	214	173.5	287.3	282.8	308.3	227	254.3	241.5	297	409.5
219176_at	132.3	100.5	174.5	177.3	167.3	131.3	166.8	173.5	185.8	229.5
219177_at	97.3	91	115.8	96.3	147.5	83.8	163	141.3	130.8	190
219178_at	99.3	112.5	174.5	134.3	168.8	151.8	164.3	146.3	161.5	203.8
219179_at	111.3	137.3	120.8	150.5	164	122	127	119	157.3	225
219180_s_at	167	151.3	210.8	227	278	168.3	201.3	212.5	207	293.8
219181_at	99.5	81.3	108.8	124.3	116.8	92.3	108.5	112.3	120.3	196.8
219182_at	140.3	119.5	164.5	180.5	192.3	143	167.8	158.3	167.3	274.3
219183_s_at	364.8	387.5	589	589.3	775.8	522	610	574.5	582.8	560.3
219184_x_at	177.3	138	257.8	240	295.3	186	236.8	231.8	265.8	308.3
219185_at	135.5	124.5	176.3	198.8	229.5	154.8	154.3	148.8	188	259.5
219186_at	187.5	155.5	272.5	252	299.3	241	237.3	303.3	245.5	364.3
219187_at	124	98	136.8	175.3	177.8	122.3	148.3	125.3	167.8	276.3
219188_s_at	119.5	100.3	148.8	159.3	160.5	114	165.3	138	163.8	277
219189_at	147.5	159.8	223	195.8	260.3	168.5	200	219	229.5	309.3
219190_s_at	139	119	184.5	145.5	217.3	132.3	173.3	161.5	217	246.3
219191_s_at	234.8	376	587.5	681	383.8	291.8	563.5	514.3	615.5	570.5
219192_at	144.8	123.8	178	172.8	210	125	167.8	162.3	237.8	247.8
219193_at	175.5	149.5	257.8	251.8	262.3	198	235.5	250.5	258.5	369.8
219194_at	197.8	129	220.3	241.5	284.3	202.5	192.8	198	246.8	503.3
219195_at	82	84.3	99.3	105	107	92	103.3	112.8	105.5	167
219196_at	69	56.3	78.5	80	79.5	72.8	69.3	59.3	81.5	169.8
219197_s_at	142.5	89.8	138.5	156.5	190	126.3	154.5	141.8	172.5	271
219198_at	164.3	155.3	222.8	245	355.3	176.8	225.8	213.3	304.8	501.8
219199_at	89.5	76.3	122.3	147.3	173.8	93.8	132.5	146.8	135.3	259
219200_at	104	92.8	113.8	114.3	173.3	130.5	128.5	113	163.3	219.8
219201_s_at	83.3	75.3	106	102	121.3	87	97	91	122	171
219202_at	254.3	172.5	598.5	218.3	351.3	278.8	576.8	599.8	598.5	518.3
219203_at	144	164	212.8	255.3	300.8	177	229.8	192.5	239.5	328.3
219204_s_at	85	79	93	113.3	133.5	87.8	104.8	111.5	121.5	195.8
219205_at	198.5	119	202.3	239.8	265.8	159.3	207.3	201.3	178.8	305
219206_x_at	207.3	224	531.3	277.8	324.3	195	260.5	457.3	687.3	512.3
219207_at	129.3	106.3	203.3	181.3	213.5	134	193.5	164.8	165.8	254.3
219208_at	60.3	61.8	68.5	72.8	84.3	72.5	84.5	69.5	94.3	152.8
219209_at	86.5	108	136.5	118.3	157.8	136	155.3	147.3	175.5	206
219210_s_at	151.5	122.3	212.3	252	263	155	214.3	243.8	239.5	326.8
219211_at	107	82.8	151	152	154	114.5	136.3	134	165	236
